source_type,item_id,customer,plant,week_start,demand_qty,unit_cost,lifecycle,data_version
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2025-11-03,795,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2025-11-10,792,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2025-11-17,824,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2025-11-24,806,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2025-12-01,843,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2025-12-08,840,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2025-12-15,872,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2025-12-22,854,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2025-12-29,891,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-01-05,888,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-01-12,920,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-01-19,902,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-01-26,939,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-02-02,936,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-02-09,968,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-02-16,950,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-02-23,987,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-03-02,984,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-03-09,1016,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-03-16,998,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-03-23,1035,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-03-30,1032,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-04-06,1064,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-04-13,1046,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-04-20,1083,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-04-27,1080,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-05-04,1112,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-05-11,1094,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-05-18,1131,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-05-25,1128,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-06-01,1160,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-06-08,1142,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-06-15,1179,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-06-22,1176,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-06-29,1208,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-07-06,1190,50,MATURE,DEMO-HISTORY-V1
DEMO,PRODUCT_B,DEMO_CUSTOMER,DEMO_PLANT,2026-07-13,1227,50,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-07-21,140,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-07-28,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-08-04,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-08-11,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-08-18,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-08-25,200,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-09-01,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-09-08,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-09-15,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-09-22,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-09-29,170,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-10-06,60,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-10-13,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-10-20,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-10-27,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-11-03,140,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-11-10,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-11-17,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-11-24,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-12-01,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-12-08,200,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-12-15,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-12-22,60,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2025-12-29,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-01-05,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-01-12,170,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-01-19,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-01-26,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-02-02,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-02-09,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-02-16,140,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-02-23,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-03-02,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-03-09,60,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-03-16,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-03-23,200,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-03-30,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-04-06,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-04-13,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-04-20,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-04-27,170,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-05-04,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-05-11,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-05-18,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-05-25,60,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-06-01,140,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-06-08,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-06-15,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-06-22,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-06-29,0,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-07-06,200,120,MATURE,DEMO-HISTORY-V1
DEMO,INTERMITTENT_M,DEMO_CUSTOMER,DEMO_PLANT,2026-07-13,0,120,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-07-21,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-07-28,880,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-08-04,960,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-08-11,1020,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-08-18,960,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-08-25,880,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-09-01,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-09-08,740,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-09-15,680,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-09-22,720,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-09-29,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-10-06,860,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-10-13,920,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-10-20,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-10-27,880,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-11-03,960,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-11-10,1020,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-11-17,960,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-11-24,880,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-12-01,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-12-08,740,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-12-15,680,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-12-22,720,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2025-12-29,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-01-05,860,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-01-12,920,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-01-19,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-01-26,880,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-02-02,960,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-02-09,1020,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-02-16,960,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-02-23,880,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-03-02,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-03-09,740,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-03-16,680,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-03-23,720,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-03-30,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-04-06,860,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-04-13,920,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-04-20,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-04-27,880,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-05-04,960,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-05-11,1020,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-05-18,960,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-05-25,880,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-06-01,800,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-06-08,740,50,MATURE,DEMO-HISTORY-V1
DEMO,SEASONAL_Y,DEMO_CUSTOMER,DEMO_PLANT,2026-06-15,680,50,MATURE,DEMO-HISTORY-V1
